1	1	1
2	1	1
41	2	1
42	2	1
38	3	1
49	3	1
38	4	1
60	4	1
61	5	1
62	5	1
61	6	1
63	6	1
61	7	1
64	7	1
61	8	1
65	8	1
61	9	1
66	9	1
63	10	1
66	10	1
65	11	1
66	11	1
38	12	1
71	12	1
38	13	1
82	13	1
81	14	1
83	14	1
81	15	1
84	15	1
81	16	1
85	16	1
81	17	1
86	17	1
81	18	1
87	18	1
81	19	1
88	19	1
38	20	1
93	20	1
95	21	1
96	21	1
95	22	1
97	22	1
95	23	1
98	23	1
95	24	1
99	24	1
95	25	1
100	25	1
95	26	1
101	26	1
95	27	1
102	27	1
38	28	1
104	28	1
38	29	1
116	29	1
38	30	1
127	30	1
47	31	1
127	31	1
38	32	1
138	32	1
82	33	1
145	33	1
146	34	1
147	34	1
146	35	1
148	35	1
146	36	1
150	36	1
149	37	1
160	37	1
162	38	1
163	38	1
162	39	1
164	39	1
162	40	1
165	40	1
162	41	1
166	41	1
39	42	1
170	42	1
149	43	1
171	43	1
39	44	1
172	44	1
39	45	1
173	45	1
39	46	1
174	46	1
89	47	1
174	47	1
39	48	1
175	48	1
39	49	1
176	49	1
39	50	1
177	50	1
39	51	1
178	51	1
179	52	1
180	52	1
179	53	1
181	53	1
149	54	1
182	54	1
179	55	1
183	55	1
179	56	1
184	56	1
179	57	1
185	57	1
179	58	1
186	58	1
28	59	1
187	59	1
179	60	1
187	60	1
149	61	1
193	61	1
196	62	1
197	62	1
196	63	1
198	63	1
183	64	1
199	64	1
196	65	1
199	65	1
196	66	1
200	66	1
196	67	1
201	67	1
149	68	1
204	68	1
213	69	1
214	69	1
149	70	1
215	70	1
213	71	1
216	71	1
213	72	1
217	72	1
213	73	1
218	73	1
213	74	1
219	74	1
117	75	1
224	75	1
149	76	1
227	76	1
149	77	1
238	77	1
244	78	1
245	78	1
149	79	1
249	79	1
82	80	1
260	80	1
72	81	1
263	81	1
133	82	1
267	82	1
82	83	1
271	83	1
272	84	1
273	84	1
272	85	1
274	85	1
272	86	1
275	86	1
272	87	1
276	87	1
272	88	1
277	88	1
278	89	1
279	89	1
278	90	1
280	90	1
278	91	1
281	91	1
82	92	1
282	92	1
278	93	1
283	93	1
278	94	1
284	94	1
278	95	1
285	95	1
278	96	1
286	96	1
66	97	1
291	97	1
66	98	1
292	98	1
82	99	1
293	99	1
296	100	1
297	100	1
296	101	1
298	101	1
296	102	1
299	102	1
296	103	1
300	103	1
296	104	1
301	104	1
296	105	1
302	105	1
296	106	1
303	106	1
82	107	1
304	107	1
296	108	1
305	108	1
236	109	1
306	109	1
82	110	1
315	110	1
283	111	1
318	111	1
82	112	1
326	112	1
89	113	1
332	113	1
85	114	1
339	114	1
219	115	1
340	115	1
339	116	1
340	116	1
339	117	1
341	117	1
339	118	1
342	118	1
34	119	1
343	119	1
339	120	1
343	120	1
339	121	1
344	121	1
339	122	1
345	122	1
339	123	1
346	123	1
339	124	1
347	124	1
338	125	1
349	125	1
358	126	1
359	126	1
338	127	1
360	127	1
358	128	1
361	128	1
358	129	1
362	129	1
358	130	1
363	130	1
358	131	1
364	131	1
135	132	1
368	132	1
368	133	1
369	133	1
368	134	1
370	134	1
338	135	1
371	135	1
368	136	1
372	136	1
368	137	1
373	137	1
277	138	1
375	138	1
374	139	1
375	139	1
374	140	1
376	140	1
374	141	1
377	141	1
374	142	1
378	142	1
219	143	1
380	143	1
338	144	1
382	144	1
219	145	1
389	145	1
219	146	1
390	146	1
219	147	1
391	147	1
219	148	1
392	148	1
338	149	1
393	149	1
397	150	1
398	150	1
397	151	1
399	151	1
397	152	1
400	152	1
397	153	1
401	153	1
397	154	1
402	154	1
397	155	1
403	155	1
338	156	1
404	156	1
397	157	1
405	157	1
397	158	1
406	158	1
397	159	1
407	159	1
33	160	1
410	160	1
331	161	1
410	161	1
410	162	1
411	162	1
410	163	1
412	163	1
410	164	1
413	164	1
410	165	1
414	165	1
338	166	1
415	166	1
410	167	1
416	167	1
323	168	1
417	168	1
338	169	1
426	169	1
427	170	1
428	170	1
427	171	1
429	171	1
427	172	1
430	172	1
