1	1	1
2	1	1
1	2	1
3	2	1
38	3	1
49	3	1
23	4	1
50	4	1
23	5	1
51	5	1
23	6	1
52	6	1
23	7	1
53	7	1
23	8	1
54	8	1
23	9	1
55	9	1
23	10	1
56	10	1
23	11	1
57	11	1
38	12	1
60	12	1
38	13	1
71	13	1
38	14	1
82	14	1
38	15	1
93	15	1
7	16	1
99	16	1
38	17	1
104	17	1
38	18	1
116	18	1
95	19	1
123	19	1
38	20	1
127	20	1
38	21	1
138	21	1
38	22	1
149	22	1
160	23	1
171	23	1
160	24	1
182	24	1
160	25	1
193	25	1
160	26	1
204	26	1
160	27	1
215	27	1
160	28	1
227	28	1
160	29	1
238	29	1
160	30	1
249	30	1
196	31	1
253	31	1
160	32	1
260	32	1
131	33	1
269	33	1
130	34	1
270	34	1
131	35	1
270	35	1
221	36	1
280	36	1
271	37	1
282	37	1
283	38	1
284	38	1
283	39	1
285	39	1
283	40	1
286	40	1
283	41	1
287	41	1
283	42	1
288	42	1
283	43	1
289	43	1
293	44	1
304	44	1
220	45	1
307	45	1
220	46	1
361	46	1
262	47	1
384	47	1
228	48	1
416	48	1
137	49	1
417	49	1
220	50	1
417	50	1
137	51	1
418	51	1
137	52	1
419	52	1
137	53	1
420	53	1
137	54	1
421	54	1
137	55	1
422	55	1
137	56	1
423	56	1
137	57	1
424	57	1
426	58	1
437	58	1
426	59	1
449	59	1
453	60	1
454	60	1
453	61	1
455	61	1
453	62	1
456	62	1
453	63	1
457	63	1
453	64	1
458	64	1
453	65	1
459	65	1
426	66	1
460	66	1
37	67	1
467	67	1
426	68	1
471	68	1
426	69	1
482	69	1
217	70	1
489	70	1
426	71	1
493	71	1
348	72	1
502	72	1
426	73	1
504	73	1
426	74	1
515	74	1
426	75	1
526	75	1
258	76	1
529	76	1
263	77	1
534	77	1
537	78	1
548	78	1
537	79	1
560	79	1
221	80	1
561	80	1
221	81	1
562	81	1
221	82	1
563	82	1
221	83	1
564	83	1
221	84	1
565	84	1
221	85	1
566	85	1
567	86	1
568	86	1
429	87	1
569	87	1
537	88	1
571	88	1
236	89	1
575	89	1
78	90	1
578	90	1
537	91	1
582	91	1
537	92	1
593	92	1
288	93	1
603	93	1
537	94	1
604	94	1
288	95	1
605	95	1
288	96	1
606	96	1
288	97	1
607	97	1
288	98	1
608	98	1
288	99	1
609	99	1
288	100	1
610	100	1
611	101	1
612	101	1
611	102	1
613	102	1
611	103	1
614	103	1
537	104	1
615	104	1
611	105	1
616	105	1
253	106	1
617	106	1
253	107	1
618	107	1
253	108	1
619	108	1
253	109	1
620	109	1
621	110	1
622	110	1
621	111	1
623	111	1
621	112	1
624	112	1
621	113	1
625	113	1
537	114	1
626	114	1
621	115	1
627	115	1
621	116	1
628	116	1
621	117	1
629	117	1
621	118	1
630	118	1
411	119	1
636	119	1
537	120	1
637	120	1
608	121	1
647	121	1
537	122	1
648	122	1
37	123	1
649	123	1
37	124	1
650	124	1
37	125	1
651	125	1
37	126	1
652	126	1
37	127	1
653	127	1
666	128	1
667	128	1
666	129	1
668	129	1
666	130	1
669	130	1
571	131	1
671	131	1
659	132	1
671	132	1
666	133	1
672	133	1
659	134	1
682	134	1
681	135	1
683	135	1
570	136	1
687	136	1
570	137	1
688	137	1
570	138	1
689	138	1
570	139	1
690	139	1
570	140	1
691	140	1
160	141	1
692	141	1
659	142	1
693	142	1
467	143	1
697	143	1
659	144	1
704	144	1
659	145	1
715	145	1
659	146	1
726	146	1
659	147	1
737	147	1
528	148	1
739	148	1
659	149	1
748	149	1
743	150	1
750	150	1
659	151	1
759	151	1
155	152	1
760	152	1
659	153	1
770	153	1
226	154	1
773	154	1
779	155	1
780	155	1
779	156	1
783	156	1
779	157	1
784	157	1
779	158	1
785	158	1
779	159	1
786	159	1
779	160	1
787	160	1
782	161	1
793	161	1
782	162	1
804	162	1
782	163	1
815	163	1
91	164	1
816	164	1
361	165	1
822	165	1
782	166	1
826	166	1
38	167	1
836	167	1
782	168	1
837	168	1
678	169	1
838	169	1
841	170	1
842	170	1
841	171	1
843	171	1
841	172	1
844	172	1
