71	1	1
72	1	1
80	2	1
108	2	1
28	3	1
162	3	1
78	4	1
170	4	1
28	5	1
179	5	1
72	6	1
181	6	1
1	7	1
190	7	1
1	8	1
193	8	1
1	9	1
199	9	1
1	10	1
202	10	1
1	11	1
216	11	1
1	12	1
218	12	1
1	13	1
225	13	1
1	14	1
230	14	1
1	15	1
249	15	1
1	16	1
252	16	1
1	17	1
269	17	1
1	18	1
277	18	1
1	19	1
283	19	1
82	20	1
289	20	1
1	21	1
294	21	1
1	22	1
295	22	1
1	23	1
326	23	1
255	24	1
329	24	1
294	25	1
329	25	1
1	26	1
338	26	1
1	27	1
342	27	1
200	28	1
350	28	1
1	29	1
354	29	1
1	30	1
362	30	1
1	31	1
364	31	1
1	32	1
365	32	1
1	33	1
367	33	1
1	34	1
379	34	1
350	35	1
383	35	1
1	36	1
401	36	1
1	37	1
402	37	1
329	38	1
411	38	1
1	39	1
414	39	1
1	40	1
424	40	1
1	41	1
427	41	1
1	42	1
456	42	1
1	43	1
463	43	1
1	44	1
468	44	1
1	45	1
472	45	1
1	46	1
475	46	1
377	47	1
491	47	1
1	48	1
498	48	1
216	49	1
498	49	1
1	50	1
509	50	1
1	51	1
517	51	1
1	52	1
521	52	1
363	53	1
522	53	1
1	54	1
528	54	1
1	55	1
541	55	1
384	56	1
541	56	1
463	57	1
544	57	1
1	58	1
552	58	1
1	59	1
569	59	1
1	60	1
575	60	1
161	61	1
579	61	1
1	62	1
585	62	1
1	63	1
588	63	1
306	64	1
588	64	1
381	65	1
588	65	1
532	66	1
588	66	1
1	67	1
589	67	1
275	68	1
589	68	1
1	69	1
590	69	1
417	70	1
590	70	1
1	71	1
591	71	1
184	72	1
591	72	1
1	73	1
600	73	1
496	74	1
601	74	1
1	75	1
603	75	1
589	76	1
610	76	1
1	77	1
634	77	1
515	78	1
645	78	1
1	79	1
662	79	1
1	80	1
666	80	1
1	81	1
670	81	1
216	82	1
672	82	1
498	83	1
672	83	1
1	84	1
677	84	1
579	85	1
677	85	1
672	86	1
678	86	1
1	87	1
681	87	1
548	88	1
692	88	1
519	89	1
694	89	1
685	90	1
694	90	1
1	91	1
707	91	1
588	92	1
708	92	1
1	93	1
712	93	1
377	94	1
721	94	1
2	95	1
734	95	1
1	96	1
736	96	1
579	97	1
741	97	1
1	98	1
743	98	1
220	99	1
746	99	1
1	100	1
751	100	1
1	101	1
752	101	1
1	102	1
753	102	1
1	103	1
754	103	1
588	104	1
758	104	1
590	105	1
768	105	1
320	106	1
774	106	1
366	107	1
774	107	1
557	108	1
774	108	1
491	109	1
795	109	1
1	110	1
802	110	1
779	111	1
812	111	1
613	112	1
814	112	1
672	113	1
826	113	1
1	114	1
830	114	1
588	115	1
830	115	1
590	116	1
830	116	1
458	117	1
835	117	1
274	118	1
843	118	1
746	119	1
846	119	1
589	120	1
858	120	1
1	121	1
871	121	1
1	122	1
872	122	1
588	123	1
872	123	1
591	124	1
872	124	1
342	125	1
880	125	1
340	126	1
882	126	1
579	127	1
883	127	1
1	128	1
887	128	1
1	129	1
895	129	1
1	130	1
898	130	1
1	131	1
899	131	1
1	132	1
904	132	1
1	133	1
908	133	1
696	134	1
908	134	1
588	135	1
916	135	1
208	136	1
931	136	1
409	137	1
941	137	1
672	138	1
942	138	1
914	139	1
942	139	1
1	140	1
944	140	1
1	141	1
946	141	1
282	142	1
957	142	1
573	143	1
957	143	1
576	144	1
957	144	1
1	145	1
958	145	1
288	146	1
960	146	1
1	147	1
961	147	1
864	148	1
964	148	1
963	149	1
964	149	1
1	150	1
969	150	1
460	151	1
972	151	1
588	152	1
976	152	1
1	153	1
977	153	1
591	154	1
978	154	1
1	155	1
989	155	1
841	156	1
990	156	1
248	157	1
1004	157	1
543	158	1
1007	158	1
1	159	1
1011	159	1
549	160	1
1016	160	1
670	161	1
